pID,Cluster,Eating,Recreating,WorkPlace,TravelMinutes,NumActivities,Home,Leave Home,Come Back,joviality,Average Expenses,Average Income
191,1,21.71,47.27,343.46666666666664,127.63333333333334,4.95,899.1759465478842,470.0,1088.245341614907,0.447070968,985.7786183987,3206.5509068179
192,1,19.6,130.0,343.46666666666664,116.24444444444444,3.4,960.6570155902004,420.0,1073.167701863354,0.262612842,598.1456503352,5019.6858832944
193,3,13.32,387.67,343.16258351893094,19.398663697104677,3.05,1049.2538975501113,530.0,1020.0934579439253,0.976160413,745.7055651837,5834.1697400074
194,3,20.09,190.0,343.46666666666664,77.42222222222222,3.45,998.8641425389756,425.0,1023.2608695652174,0.162966636,567.986035103,8604.2055093657
195,1,20.04,115.0,347.05555555555554,135.42222222222222,3.44,937.4498886414254,415.0,1103.245341614907,0.058702708,665.4574224593,10175.6682102232
196,1,22.37,60.88,343.46666666666664,173.64444444444445,5.66,838.2777777777778,375.0,995.0931677018633,0.360151845,1060.0603680245,2612.3831545104
197,1,29.97,89.42,343.46666666666664,72.81111111111112,6.48,903.4966592427617,500.0,1027.6242236024846,0.901982488,1545.6514134733,2522.2201385591
198,1,20.67,130.0,343.46666666666664,153.48888888888888,3.51,922.0155902004454,345.0,1053.2142857142858,0.321634269,650.8061168961,8309.4318704111
199,1,30.66,53.46,346.73719376391983,164.94444444444446,5.89,840.6,380.0,1000.0,0.379086335,1132.4029961299,3212.8376915985
200,1,19.82,160.0,343.46666666666664,131.57777777777778,3.42,945.0,410.0,1088.245341614907,0.122095522,643.231492068,9973.0916581404
201,1,20.31,0.0,343.46666666666664,110.17777777777778,3.46,966.2806236080178,455.0,1103.1987577639752,0.203183443,676.639566772,4903.6728670318
202,1,19.02,92.43,343.46666666666664,72.47777777777777,5.53,910.7555555555556,510.0,1028.4006211180124,0.985936814,1525.5326828678,2741.2009757241
203,1,30.59,83.6,343.46666666666664,169.43333333333334,6.82,808.3222222222222,490.0,1040.0,0.939180121,1472.8178741266,2340.3893817294
204,1,20.0,0.0,343.46666666666664,117.2,3.43,959.5991091314031,450.0,1108.136645962733,0.271944209,689.4255256775,3171.2006963612
205,1,13.29,66.22,343.47777777777776,95.66666666666667,4.2,920.4111111111112,500.0,1035.1242236024846,0.194899452,916.1595707738,4892.1930582401
206,1,30.47,80.17,343.46666666666664,212.33333333333334,6.46,771.8930957683741,370.0,998.3385093167702,0.365692745,1239.5396710579,3103.7151628304
207,3,13.82,229.0,343.47777777777776,31.011111111111113,2.87,1047.111111111111,500.0,990.1863354037267,0.814611008,652.4093818964,4583.6359503391
208,1,12.48,77.95,343.46666666666664,181.77777777777777,4.59,824.086859688196,470.0,1058.4627329192547,0.371925591,1036.9188156474,3072.951627256
209,1,13.09,105.0,343.46666666666664,126.87777777777778,2.73,956.5701559020044,410.0,1038.6490683229813,0.25635218,597.8806721472,4868.3426553234
210,1,31.38,71.91,347.0444444444444,152.85555555555555,6.46,833.8530066815144,420.0,958.3385093167702,0.857673439,1424.4877903698,1873.445527092
211,1,20.13,115.0,343.46666666666664,201.82222222222222,3.45,874.4877505567929,340.0,1108.1055900621118,0.214486332,607.9563905105,8311.0247269303
212,1,9.0,144.34,343.173719376392,175.83333333333334,5.6,767.2444444444444,490.0,980.1557632398753,0.748988452,1585.8263481361,1926.3734351649
213,3,14.05,302.0,347.05555555555554,33.71111111111111,2.9,1042.1380846325167,490.0,998.5714285714286,0.961066785,658.3186689849,3546.5520568878
214,1,20.09,0.0,343.46666666666664,84.37777777777778,3.44,992.3162583518931,425.0,1033.2608695652175,0.300610569,645.0440689261,4740.4232488734
215,1,19.69,90.0,347.0444444444444,87.73333333333333,3.4,985.5902004454343,490.0,1108.2298136645963,0.089838002,601.6334852891,8103.7755752823
216,1,20.4,87.5,347.0444444444444,141.9111111111111,3.48,930.478841870824,350.0,1038.245341614907,0.153900625,603.256729346,4735.4354435508
217,1,11.22,115.52,347.05555555555554,115.73333333333333,5.22,849.3,480.0,990.1242236024844,0.948411855,1431.7537836356,2037.7623826565
218,1,30.4,107.21,343.46666666666664,98.68888888888888,7.04,857.1111111111111,470.0,1010.0,0.971074532,1588.8982387096,1853.5397203787
219,3,29.69,282.0,343.46666666666664,49.98888888888889,4.47,1013.9086859688196,520.0,1058.3540372670807,0.955659284,736.0602620998,2402.0212308372
220,1,30.67,95.12,348.3222222222222,131.7888888888889,6.83,833.5968819599109,455.0,998.276397515528,0.79251329,1657.4726806439,5226.1507478334
221,1,28.01,59.23,343.16258351893094,88.44444444444444,5.61,919.9444444444445,485.0,1024.8442367601247,0.727868507,1172.5655021587,2947.1391258679
222,1,29.29,66.69,343.46666666666664,176.3,5.92,824.1982182628062,430.0,1058.2298136645963,0.617025806,1147.0105901035,3049.7477536916
223,1,10.76,100.01,343.46666666666664,118.22222222222223,4.84,866.0777777777778,495.0,985.27950310559,0.700821194,1435.5486645221,3076.5696741435
224,3,20.53,367.5,343.16258351893094,115.87777777777778,3.52,958.4966592427617,370.0,1020.0934579439253,0.28441375,586.191946612,3132.8158693055
225,1,20.13,0.0,347.05555555555554,89.5,3.44,983.5857461024499,390.0,1008.3850931677018,0.004829228,534.2294535541,4708.6049437486
226,1,29.82,61.38,343.46666666666664,66.05555555555556,5.92,938.162583518931,420.0,938.4006211180124,0.965943386,1267.1453017104,5007.5045246333
227,1,31.34,48.03,347.0444444444444,277.3888888888889,6.46,728.4888888888889,460.0,1110.0,0.490213553,1108.8702685809,3076.5132439051
228,1,19.24,100.0,347.0444444444444,154.6888888888889,3.38,918.5189309576838,355.0,1063.0900621118012,0.168680628,750.8146837342,7982.2488044409
229,3,12.18,275.0,343.5111111111111,16.522222222222222,2.73,1062.9888888888888,475.0,965.4968944099379,0.68602034,784.1625914295,5336.5161137172
230,1,19.73,0.0,343.46666666666664,174.1888888888889,3.4,902.8062360801782,415.0,1153.05900621118,0.004466007,792.0143091095,7892.924434677
231,1,30.91,71.21,346.9222222222222,168.44444444444446,6.55,816.5,495.0,1033.7577639751553,0.902213545,1486.136068221,1882.5360535341
232,1,18.89,103.02,343.46666666666664,92.77777777777777,5.62,882.71714922049,515.0,1063.3385093167701,0.96685839,1178.9387568942,1882.8268918548
233,1,20.44,0.0,343.46666666666664,156.72222222222223,3.48,919.6102449888641,395.0,1108.05900621118,0.263283426,723.5001241884,9778.2050953878
234,1,30.67,59.91,343.46666666666664,235.63333333333333,6.09,767.1444444444444,465.0,1055.0,0.332411556,1101.7954020117,5851.9656837365
235,3,12.69,260.0,343.46666666666664,14.477777777777778,2.74,1065.1555555555556,520.0,1010.0,0.936585851,803.8516250327,4200.1875956916
236,3,11.89,210.0,343.46666666666664,106.11111111111111,2.63,978.2850779510022,400.0,1018.3850931677018,0.10774033,747.5372784771,3085.5529139827
237,1,20.27,87.5,343.46666666666664,67.46666666666667,3.47,1008.6748329621381,390.0,978.2919254658385,0.110877355,743.7908336379,9670.3674671601
238,1,19.82,155.0,343.46666666666664,167.32222222222222,3.42,909.2427616926503,390.0,1118.0745341614906,0.256101892,726.0811301283,2934.0383045142
239,1,30.9,110.42,343.5777777777778,129.54444444444445,7.48,817.9333333333333,500.0,1016.9565217391304,0.795405195,1699.3529046612,1855.0742841854
240,1,31.47,75.93,347.0444444444444,216.23333333333332,6.61,763.8666666666667,440.0,1100.0,0.641752748,1223.5343493061,5889.6044946139
241,1,19.96,122.5,343.46666666666664,167.86666666666667,3.44,908.3184855233853,405.0,1133.0745341614906,0.088547964,698.1141209489,4653.3133634417
242,1,20.22,96.51,343.46666666666664,137.13333333333333,5.14,862.8619153674833,495.0,1083.2919254658384,0.113248116,1114.2359693296,9571.7982080109
243,1,29.26,72.33,343.46666666666664,100.87777777777778,6.1,890.8,425.0,973.3385093167702,0.662515201,1198.8447420577,1865.517394099
244,1,21.7,109.29,343.46666666666664,62.2,5.86,903.652561247216,515.0,1045.6832298136646,0.969991586,1375.213925167,2682.2414704448
245,3,29.62,397.19,350.31180400890867,39.097995545657014,4.69,1005.43429844098,515.0,1055.0,0.859058201,935.9953837431,5838.2245196473
246,1,28.2,96.88,343.46666666666664,152.9777777777778,6.56,815.3,415.0,975.0,0.968768651,1471.1992867843,1861.967031456
247,1,33.3,89.27,347.0444444444444,136.01111111111112,7.25,830.0444444444445,435.0,995.0,0.867500339,1553.3308038588,1863.7336251648
248,1,20.22,0.0,343.46666666666664,90.17777777777778,3.45,986.380846325167,475.0,1093.245341614907,0.287889236,715.8782546361,7875.3541230389
249,1,20.83,62.23,343.46666666666664,56.98888888888889,4.97,956.815144766147,515.0,1052.608695652174,0.842954238,1130.4482884963,3649.4290478658
250,1,31.42,65.94,343.46666666666664,114.02222222222223,6.16,883.0178173719377,415.0,973.3229813664597,0.627740735,1172.1391875372,3021.4997374165
251,1,22.88,44.02,343.46666666666664,187.63333333333333,5.39,841.9821826280623,385.0,1013.3540372670808,0.386580333,1026.6243044533,2974.7797316613
252,1,14.77,71.44,343.4888888888889,158.95555555555555,4.84,848.4521158129176,410.0,988.6024844720497,0.564718074,1411.2046535288,4592.8984737856
253,1,25.16,69.66,343.46666666666664,161.05555555555554,5.68,836.4666666666667,470.0,1075.0,0.560328176,1488.83813188,9405.82765172
254,1,20.53,63.0,346.73719376391983,123.42222222222222,4.79,884.9333333333333,435.0,1045.0,0.17968177,1363.4370710261,7670.6423035657
255,1,29.38,83.65,347.0444444444444,103.77777777777777,6.37,873.9866369710468,490.0,1078.245341614907,0.852187763,1735.2636309265,1963.4585741863
256,2,41.25,0.0,465.0,145.0,5.8,672.5,478.75,1078.75,0.807211251,1440.3651980957,3592.7587207798997
257,1,30.49,76.35,343.46666666666664,121.26666666666667,6.41,862.7777777777778,520.0,1070.0,0.405851044,1674.7210370165,4506.9895033816
258,1,32.09,93.77,347.0444444444444,70.66666666666667,6.88,893.0400890868597,530.0,1058.3695652173913,0.951577316,1954.338025239,2584.1011345696
259,1,20.4,15.43,343.46666666666664,81.41111111111111,3.77,979.532293986637,420.0,1008.2919254658385,0.19286307,1064.0556023752,4624.862464874
260,1,29.92,61.17,343.46666666666664,78.82222222222222,5.86,924.7327394209354,500.0,1058.3385093167701,0.33366576,1516.1429019455,8437.4750923973
261,1,12.89,87.96,343.16258351893094,144.36666666666667,4.78,850.1777777777778,445.0,1005.0934579439253,0.465652496,1611.3427570052,4389.2864873676
262,2,48.75,0.0,491.6666666666667,88.75,5.6,940.0,431.6666666666667,1011.6666666666666,0.664033926,1440.3651980957,3592.7587207798997
263,1,21.47,50.27,343.46666666666664,225.3111111111111,4.74,797.706013363029,365.0,1063.1055900621118,0.223825175,1314.5145316914,4619.2208286025
264,1,13.51,77.51,343.46666666666664,190.9,4.64,812.1555555555556,410.0,1055.1863354037266,0.106440071,1381.5112286751,4627.6609876154
265,1,20.36,37.99,347.0444444444444,65.76666666666667,3.62,999.977728285078,480.0,1058.2919254658384,0.048044295,1036.2259542346,7696.5743434545
266,1,10.73,116.86,343.47777777777776,42.56666666666667,5.0,927.1046770601337,455.0,943.6180124223603,0.972629863,2131.3281608461,5164.1302510238
267,2,45.0,0.0,463.75,137.5,5.8,766.25,510.0,1076.25,0.798810236,1440.3651980957,3592.7587207798997
268,1,20.22,66.24,347.05555555555554,176.04444444444445,4.86,829.6881959910913,365.0,1023.2919254658385,0.041170737,1324.6135268186,4664.360993816
269,1,14.0,81.76,343.46666666666664,135.06666666666666,4.78,863.1,490.0,1030.0931677018634,0.36077235,1582.055859928,4406.3446416894
270,1,14.8,66.29,343.16258351893094,173.7,4.83,838.9643652561247,385.0,965.1246105919004,0.173976665,1393.8824869633,4570.4075835573
271,1,32.76,52.63,347.0444444444444,126.76666666666667,6.42,874.3111111111111,500.0,1080.0,0.331893543,1531.0727019812,4284.7966847675
272,1,31.37,83.33,343.46666666666664,69.26666666666667,6.5,908.1,465.0,981.9099378881988,0.669281126,2251.2518619556,3184.8738186587
273,1,19.8,100.97,346.9222222222222,57.21111111111111,5.5,915.2672605790646,520.0,1043.2608695652175,0.874083512,1784.276488779,2274.8262062592
274,1,29.69,72.02,343.46666666666664,96.58888888888889,6.24,896.0467706013363,445.0,973.3695652173913,0.79265137,1775.9713320812,2895.7797083826
275,1,20.62,39.55,343.46666666666664,79.87777777777778,4.28,956.7371937639198,405.0,973.3229813664597,0.173802734,1216.9345317167,4583.9073398286
276,1,4.14,66.78,343.46666666666664,138.85555555555555,3.48,885.5444444444445,495.0,1046.1180124223602,0.107405002,1493.5982442597,7462.2369377859
277,1,32.38,67.15,343.46666666666664,61.666666666666664,6.57,929.6777777777778,535.0,1053.9285714285713,0.836787725,1922.239649426,2637.1796504072
278,1,19.78,32.42,343.46666666666664,142.32222222222222,4.06,901.9042316258352,450.0,1103.1987577639752,0.259541618,1214.8864578765,7190.7570290753
279,2,32.5,0.0,467.5,107.5,3.8,1021.25,492.5,1050.0,0.811965348,1440.3651980957,3592.7587207798997
280,1,20.09,74.8,347.0444444444444,139.8111111111111,4.16,898.9420935412027,465.0,1118.1521739130435,0.102762652,1145.2297524376,7177.434874064
281,1,32.62,46.89,343.46666666666664,146.57777777777778,6.03,867.0044543429844,450.0,1058.2298136645963,0.478284265,1513.8536541876,4111.5955670836
282,1,20.49,67.76,343.46666666666664,71.74444444444444,4.2,970.43429844098,410.0,978.416149068323,0.109360456,1189.1329831172,4455.3633927239
283,1,29.96,80.21,343.46666666666664,66.0111111111111,6.35,916.6444444444444,530.0,1049.9068322981366,0.880967299,2316.3552385822,6126.092525651
284,1,19.3,102.19,343.46666666666664,117.3,5.74,857.3496659242762,495.0,1036.6459627329193,0.754293139,1632.5906462867,2034.8975326141
285,2,52.5,0.0,517.5,101.25,7.75,655.0,416.25,1040.0,0.897884327,1440.3651980957,3592.7587207798997
286,1,32.4,56.9,343.46666666666664,119.5111111111111,6.2,882.6503340757238,405.0,973.3229813664597,0.476984055,1590.3599304055,4028.3102739297
287,1,30.49,91.62,344.39461883408075,153.01111111111112,6.63,820.3666666666667,380.0,980.0,0.599616007,1778.1185719167,3782.8092247831
288,2,45.0,0.0,477.5,150.0,5.8,747.5,467.5,1085.0,0.910143395,1440.3651980957,3592.7587207798997
289,1,29.91,91.5,343.46666666666664,81.23333333333333,6.66,890.5777777777778,495.0,1015.0621118012423,0.955240694,2096.8389023433,6183.8207163504
290,1,20.44,70.76,343.46666666666664,112.53333333333333,5.0,892.4498886414254,445.0,1043.2608695652175,0.271552097,1479.9629581972,9380.0524257151
291,1,11.53,73.88,344.39461883408075,130.33333333333334,4.35,880.8444444444444,485.0,1055.0,0.370084679,1535.5940843765,2705.2143603003
292,1,30.84,70.65,343.46666666666664,67.91111111111111,6.26,923.1888888888889,490.0,1010.0,0.686374918,1823.694209449,2949.0013637146
293,1,21.11,67.42,343.46666666666664,136.85555555555555,5.18,870.445434298441,405.0,1003.3695652173913,0.126082302,1451.1699006235,4420.6844435129
294,1,30.76,80.39,343.46666666666664,107.75555555555556,6.76,873.619153674833,515.0,1043.3850931677018,0.847052228,1755.3342355858,2105.8939598804
295,1,19.94,73.93,347.0444444444444,129.37777777777777,5.21,866.4777777777778,495.0,1079.6583850931677,0.439355556,1660.4517844186,8022.461542592
296,1,31.87,59.07,347.0444444444444,109.06666666666666,6.12,888.5777777777778,455.0,1015.0,0.548350934,1631.7790200074,7724.5115542324
297,1,20.84,8.85,343.46666666666664,108.57777777777778,3.71,958.4075723830734,440.0,1068.2298136645963,0.057905387,1051.8600342287,4364.4067031605
298,2,46.25,0.0,486.25,132.5,6.2,780.0,452.5,1038.75,0.852555697,1440.3651980957,3592.7587207798997
299,1,13.16,77.34,343.46666666666664,134.24444444444444,4.64,869.4888888888889,490.0,1060.0931677018634,0.5149016,1556.0972614874,3759.53499807
300,1,16.71,77.9,343.7,131.2111111111111,5.06,864.9,415.0,977.6086956521739,0.21434781,1424.7807609397,4322.867351447
301,2,28.75,0.0,488.75,36.25,4.4,866.25,467.5,991.25,0.873371058,1440.3651980957,3592.7587207798997
302,1,20.36,38.22,347.0444444444444,140.57777777777778,4.38,892.8507795100222,415.0,1023.2453416149068,0.254585434,1302.9836122432,4356.6090213172
303,1,30.36,65.32,347.0444444444444,96.52222222222223,6.15,895.3333333333334,475.0,1013.3385093167702,0.543218407,1701.4574311507,7450.4335819417
304,1,20.27,41.02,346.73719376391983,82.1826280623608,4.26,950.8035714285714,445.0,1023.2866043613707,0.183595892,1246.5618983386,4330.6907498024
305,1,10.93,116.66,343.46666666666664,75.13333333333334,5.13,893.1333333333333,440.0,930.1863354037267,0.84325552,2152.0817227089,3780.4192410719
306,1,12.34,71.31,343.4888888888889,103.76666666666667,4.35,908.5189309576838,425.0,968.7267080745341,0.260386143,1328.6246886964,4296.7119067657
307,1,31.07,96.39,343.46666666666664,84.0,7.04,879.4222222222222,485.0,1005.0,0.962210067,2008.3616552729,2688.5856838017
308,1,4.26,69.0,343.46666666666664,59.82222222222222,3.49,964.3986636971047,470.0,979.2080745341615,0.172405182,1506.5117822801,4271.0289542316
309,1,21.07,90.94,343.46666666666664,96.68888888888888,5.48,885.8017817371938,490.0,1068.307453416149,0.125682773,1517.3840306093,4278.4613807109
310,1,13.94,90.72,343.16258351893094,107.71111111111111,4.87,882.3555555555556,445.0,985.0,0.061286668,1534.3449191823,4162.596088545
311,1,19.24,92.33,347.0444444444444,76.43333333333334,5.39,905.7461024498887,475.0,1013.3540372670808,0.699020662,1661.3966606827,2278.5289311559
312,1,20.18,19.06,343.46666666666664,113.94444444444444,3.82,944.8997772828508,485.0,1113.1987577639752,0.260798961,1146.2119494614,4142.7425277866
313,1,19.69,16.72,347.0444444444444,74.78888888888889,3.56,991.0467706013363,405.0,1003.2453416149068,0.093271632,1111.2189390555,2871.9093328098
314,1,30.71,77.58,347.0444444444444,97.72222222222223,6.38,883.9309576837417,485.0,1043.3229813664595,0.633335142,1759.7796893916,3706.0841940153
315,1,20.4,64.78,343.46666666666664,137.1888888888889,4.8,873.5857461024499,445.0,1083.167701863354,0.287666416,1389.5214165138,8261.257664586
316,1,20.36,67.64,343.46666666666664,134.9111111111111,5.04,872.8062360801782,430.0,1038.2298136645963,0.175386489,1356.4327699697,4056.1346649935
317,1,13.08,71.24,343.46666666666664,112.81111111111112,4.48,898.195991091314,395.0,933.5403726708074,0.494087429,1505.9022155896,2722.3643548112
318,1,20.53,71.28,343.46666666666664,91.96666666666667,5.15,913.4632516703787,485.0,1043.3385093167701,0.473772081,1546.9001386314,3646.8084422481
319,1,20.76,56.9,343.46666666666664,86.06666666666666,4.68,932.0378619153674,495.0,1063.307453416149,0.253614379,1335.8375789983,2659.7746500474
320,1,23.6,85.94,343.46666666666664,71.14444444444445,5.86,912.6444444444444,520.0,1033.3850931677018,0.477539156,1563.1421832711,6435.8008425471
321,1,33.5,98.46,343.46666666666664,71.23333333333333,7.32,887.9175946547884,435.0,952.8416149068323,0.842877969,2470.6665540351,5038.0596406072
322,1,13.96,83.74,343.16258351893094,76.24444444444444,5.03,918.3222222222222,435.0,935.0,0.650831243,1647.3199629043,3565.2220296824
323,1,28.49,96.4,343.46666666666664,79.26666666666667,6.42,890.1888888888889,530.0,1050.0,0.757226712,2666.1894695632,6305.8433045228
324,1,20.49,57.06,343.46666666666664,66.32222222222222,4.56,958.7973273942093,455.0,1003.3385093167702,0.122182828,1327.4175190279,4012.5003241248
325,1,20.31,57.72,347.0444444444444,133.0222222222222,4.8,881.358574610245,425.0,1023.2608695652174,0.480441948,1469.0882090945,3574.6721428769
326,1,33.2,56.91,343.46666666666664,190.54444444444445,6.34,811.1915367483297,405.0,1023.2453416149068,0.654885921,1684.2630720639,6183.2749831456
327,1,20.0,19.92,347.0444444444444,71.46666666666667,3.85,982.7839643652561,435.0,1013.2919254658385,0.228872071,1091.8670999367,4057.630990127
328,1,31.78,19.71,343.46666666666664,140.7,5.36,900.3444444444444,450.0,1050.0,0.346047608,1299.9317949852,2573.6486079201
329,1,19.78,17.03,347.0444444444444,66.66666666666667,3.62,996.0913140311804,430.0,1008.2919254658385,0.085267909,1047.1522635488,7176.960982157
330,1,11.51,90.2,347.05555555555554,48.4,4.56,941.3888888888889,470.0,970.1242236024844,0.7738118,1671.0452519024,3212.6781862222
331,1,31.07,41.07,350.6222222222222,150.7888888888889,5.62,861.8,395.0,995.0,0.417763616,1409.0587865898,6804.0522112159
332,1,20.18,55.34,343.46666666666664,111.25555555555556,4.71,909.1870824053452,420.0,1008.3850931677018,0.323175901,1292.4874792658,7068.0122690207
333,1,20.18,25.72,343.46666666666664,72.45555555555555,3.93,978.5300668151448,455.0,1023.3229813664597,0.299174844,1131.7074571854,6952.6354158903
334,1,13.6,67.99,343.47777777777776,101.64444444444445,4.47,911.0111111111111,500.0,1010.1242236024844,0.103185768,1315.7736182116,6826.9859196405
335,1,18.03,77.07,343.46666666666664,117.58888888888889,5.0,880.9888888888889,490.0,1083.1211180124224,0.328727521,1377.9197072595,8126.7842730539
336,1,32.29,66.04,343.46666666666664,177.5222222222222,6.64,814.8111111111111,430.0,1000.0,0.600454813,1595.430653586,6300.209707573
337,1,21.24,63.89,343.46666666666664,185.42222222222222,4.9,824.3429844097996,360.0,1028.1521739130435,0.108965479,1333.5624586063,8134.6769949444
338,1,10.8,110.22,347.0444444444444,62.72222222222222,4.84,909.9220489977728,430.0,948.6180124223603,0.713809975,1755.8661504243,2321.8568883602
339,1,20.49,21.45,343.46666666666664,70.94444444444444,3.96,983.6636971046771,455.0,1023.3229813664597,0.21098913,1131.5422764313,6790.2159687231
340,1,6.05,54.33,343.46666666666664,74.82222222222222,3.12,961.6481069042317,495.0,1003.6490683229814,0.034283769,1360.8381286817,7987.1629650718
341,1,20.36,67.53,343.46666666666664,110.72222222222223,4.85,896.9599109131403,480.0,1048.3229813664595,0.227355255,1372.2088118576,3923.9151340016
342,1,30.6,57.19,343.46666666666664,183.9777777777778,5.97,822.3719376391982,375.0,1003.3540372670808,0.584828154,1512.8355177366,3518.4634805616
343,1,13.42,57.26,343.16258351893094,87.45555555555555,4.12,939.7104677060133,425.0,953.4267912772585,0.029688855,1251.553943369,6472.18558926
344,1,14.59,47.52,343.4888888888889,150.84444444444443,4.28,881.6146993318486,435.0,998.6335403726708,0.025541228,1271.0182617743,3867.5455175867
345,1,32.36,61.31,343.46666666666664,146.22222222222223,6.31,853.195991091314,465.0,1033.3229813664595,0.464569175,1574.629505879,6083.0035445526
346,2,32.5,0.0,477.5,33.75,3.8,1100.0,472.5,982.5,0.70462894,1440.3651980957,3592.7587207798997
347,1,20.58,54.08,350.6222222222222,97.14444444444445,4.65,916.5367483296213,485.0,1043.307453416149,0.270904553,1322.0854647596,6502.5367147617
348,1,31.33,63.33,343.46666666666664,148.61111111111111,6.37,847.4555555555555,455.0,1025.0,0.573738776,1577.7494874295,3460.3566795204
349,1,31.91,53.7,343.16258351893094,166.82222222222222,6.28,837.2555555555556,415.0,1005.0,0.51011746,1524.0661393838,3365.5329840862
350,1,33.2,55.2,343.46666666666664,170.05555555555554,6.49,830.8555555555556,490.0,1090.0,0.517999111,1549.8398479697,6138.2323987527
351,1,20.09,70.93,343.46666666666664,74.5,5.13,930.3674832962138,470.0,988.4006211180124,0.269322751,1364.0969669285,6150.1223440259
352,1,48.75,0.0,362.5,128.75,5.6,917.5,448.3333333333333,1048.3333333333333,0.788841177,1440.3651980957,3592.7587207798997
353,1,31.42,47.42,343.46666666666664,136.32222222222222,5.85,876.1444444444444,430.0,1010.0,0.34088384,1501.8681880848,2511.8039686412
354,1,20.44,47.32,346.73719376391983,189.26666666666668,4.43,834.4666666666667,395.0,1115.0,0.21035075,1245.7487829572,2643.5039881828
355,1,23.56,95.87,343.46666666666664,74.9888888888889,6.18,901.0133630289532,465.0,983.4006211180124,0.735837586,2090.2618217981,5593.1417971747
356,2,45.0,0.0,467.5,105.0,7.0,686.25,451.25,1030.0,0.686094014,1440.3651980957,3592.7587207798997
357,1,24.13,68.93,347.0444444444444,155.62222222222223,5.93,842.8111111111111,405.0,985.0931677018633,0.536520661,1569.1147185456,5996.8290113683
358,1,33.82,100.53,343.46666666666664,42.5,7.09,915.8,440.0,960.0,0.969014671,2031.2097904024,2481.5045210357
359,1,31.43,100.78,344.39461883408075,93.23333333333333,7.08,868.6111111111111,460.0,990.0,0.757990018,1894.3827031451,2454.1122265254
360,1,20.71,96.17,350.31180400890867,161.8111111111111,5.75,809.4666666666667,485.0,1085.0,0.41088011,1657.9199287263,3429.3098909151
361,1,5.78,66.3,343.46666666666664,69.18888888888888,3.41,955.7349665924277,525.0,1033.555900621118,0.299050559,1441.8968430547,2622.3788001552
362,1,16.89,97.58,344.6777777777778,89.27777777777777,5.48,890.5679287305122,450.0,955.5745341614906,0.753234813,2003.7759510918,3057.6935606752
363,1,20.04,48.68,343.46666666666664,75.22222222222223,4.52,953.4075723830734,455.0,1003.3540372670808,0.404476978,1332.8656856059,5668.1792838719
364,1,20.18,30.5,347.0444444444444,155.93333333333334,4.12,886.1692650334076,425.0,1103.136645962733,0.253379525,1128.3647619824,3882.3523130916
365,1,12.38,72.63,343.46666666666664,117.4888888888889,4.36,893.6636971046771,430.0,988.5093167701864,0.438986616,1481.0232059029,2424.9159075099
366,1,21.02,44.2,343.46666666666664,140.0,4.47,891.5367483296213,375.0,1033.1832298136646,0.138808298,1235.1577544947,3854.6559906027
367,1,18.61,77.73,343.46666666666664,141.88888888888889,5.13,854.3333333333334,475.0,1066.8012422360248,0.13664462,1394.7432443472,3849.3695247932
368,1,20.09,54.32,343.46666666666664,120.27777777777777,4.59,901.0467706013363,490.0,1068.307453416149,0.039923482,1331.6998354168,7980.8203982391
369,1,20.4,67.15,347.03333333333336,155.66666666666666,4.97,850.6236080178173,380.0,1033.1521739130435,0.139040705,1287.1546225183,3815.5356805277
370,1,10.82,104.36,343.46666666666664,71.38888888888889,4.88,908.9444444444445,475.0,965.0931677018633,0.70247421,2065.4127585457,5186.8663985155
371,1,25.56,85.78,347.0444444444444,73.85555555555555,6.01,905.8240534521158,465.0,1028.3229813664595,0.371688755,1662.8002741138,3286.6168363676
372,1,28.2,94.04,346.9888888888889,147.93333333333334,6.52,821.4142538975501,475.0,1072.857142857143,0.986983183,2056.0732781562,3649.9175744679
373,1,20.37,92.86,343.52222222222224,67.92222222222222,5.58,915.3229398663697,460.0,978.944099378882,0.979407864,1970.8029422932,4417.8883376515
374,1,19.24,102.13,343.46666666666664,74.21111111111111,5.58,901.0356347438753,445.0,963.4006211180124,0.85417223,1795.4257150962,2526.1107408315
375,1,20.78,70.66,343.46666666666664,225.24444444444444,5.43,776.1,370.0,1036.3354037267081,0.184734538,1373.469263747,3732.368964072
376,1,3.96,75.11,343.46666666666664,207.66666666666666,3.73,808.9333333333333,440.0,1092.7950310559006,0.141162784,1492.6744846935,3726.8608072036
377,1,20.22,4.01,347.0444444444444,64.45555555555555,3.49,1006.3028953229399,480.0,1058.276397515528,0.035335186,1046.4371589368,7779.0530102089
378,1,26.42,104.37,343.46666666666664,76.76666666666667,6.45,888.3777777777777,495.0,1015.0,0.991810222,2092.3487096899,2976.120129827
379,1,20.18,49.15,343.46666666666664,37.388888888888886,3.56,1033.9198218262807,485.0,1023.3695652173913,0.061959185,1070.0439433101,3744.2934786113
380,2,45.0,0.0,468.75,148.75,5.8,757.5,497.5,1090.0,0.690118062,1440.3651980957,3592.7587207798997
381,1,24.1,75.21,343.46666666666664,91.18888888888888,5.77,901.6444444444444,480.0,1025.745341614907,0.621188126,1656.8762260752,3147.8076325847
382,2,37.5,0.0,476.25,141.25,6.0,791.6666666666666,425.0,915.0,0.964579432,1440.3651980957,3592.7587207798997
383,2,32.5,0.0,475.0,101.25,4.6,848.75,452.5,1018.75,0.694582993,1440.3651980957,3592.7587207798997
